account_id,aprs,is_overdue,last_payment_amount,last_payment_date,last_statement_balance,last_statement_issue_date,minimum_payment_amount,next_payment_due_date,item_id,institution_id,account_number,current_late_fee,escrow_balance,has_pmi,has_prepayment_penalty,loan_term,loan_type_description,maturity_date,next_monthly_payment,origination_date,origination_principal_amount,past_due_amount,ytd_interest_paid,ytd_principal_paid,interest_rate.percentage,interest_rate.type,property_address.city,property_address.country,property_address.postal_code,property_address.region,property_address.street,disbursement_dates,expected_payoff_date,guarantor,interest_rate_percentage,loan_name,outstanding_interest_amount,payment_reference_number,sequence_number,loan_status.end_date,loan_status.type,pslf_status.estimated_eligibility_date,pslf_status.payments_made,pslf_status.payments_remaining,repayment_plan.description,repayment_plan.type,servicer_address.city,servicer_address.country,servicer_address.postal_code,servicer_address.region,servicer_address.street
pvvXqW1g78CGRPpDPnLBS6k1kRz916tpQkb87,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,NJJnlroqdQieo4j64vR8s3Aol6wRd6hWNWAQm,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
JJrjG1nQAzCrvjWJoVNxUDK7Q5QAQaCBnVljo,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,kvKNeJnpLaFx5DRaNrkAHeRrb6pv17sWRW1ol,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rvaMLjrKAQFjpb1gzlPoUjkwXQXbXBF7G3rwm,,,3141.54,2019-08-01,,,,2019-11-15,kvKNeJnpLaFx5DRaNrkAHeRrb6pv17sWRW1ol,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
KJz7epbyGBCz8bmKDPNLT1JrE6EyEXHR54l85,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,kvKNeJnpLaFx5DRaNrkAHeRrb6pv17sWRW1ol,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
LkKjDjZGJvIg7jXe5PglI1JRQBJrldCl7PzNZ,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,1RNyEyprQdCgxW69qBgpIxyEBKv7kjC5QgDAP,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9z1VEVnWJQF8KZeLaj8VILMKk1j97wfVrRJA5,,,3141.54,2019-08-01,,,,2019-11-15,1RNyEyprQdCgxW69qBgpIxyEBKv7kjC5QgDAP,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
y7N3n3l9wLT6Kr7djx6PSdmLKnZ65QiWGyvjx,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,1RNyEyprQdCgxW69qBgpIxyEBKv7kjC5QgDAP,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
voLAdzPDgysmmqqPw6dXTxBrM1knbDfq1g4jj,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,8b7qMLkmJASvvEEGRgKefAmDWDGnyvTw5Dvdb,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b7qMLkmJASvvEEGRgKefAmDJW5qdlIW8g4A6,,,3141.54,2019-08-01,,,,2019-11-15,8b7qMLkmJASvvEEGRgKefAmDWDGnyvTw5Dvdb,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
gxBkne5XMdSBBmm4aW5ktPJko684VEtE5PabD,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,8b7qMLkmJASvvEEGRgKefAmDWDGnyvTw5Dvdb,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
3j6dg5E64kI8VMNAqa6Li5emMnBk97FZVR8Va,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,gnzkVqxzKlIwoxE76MDvsPLNvBdX9mCgdQJ4Z,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nzpg1XZpvaUodjwyJL8XI3dPKy9XbaSyAK7Aj,,,3141.54,2019-08-01,,,,2019-11-15,gnzkVqxzKlIwoxE76MDvsPLNvBdX9mCgdQJ4Z,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
47XG8mWXNyI8vz5DK6y4ieJd1MaX6qUJRM3Rv,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,gnzkVqxzKlIwoxE76MDvsPLNvBdX9mCgdQJ4Z,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
EQeWBk4qlptP1ajbBoajsrnVXMX11Wf4EjQRQ,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,LklwNqZdxrS1zGLyxNGLT1B94LwDJ8fPzPWWX,ins_130242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bMEozmVbPGsPNV1ldkV1sKBDEvEXX5Sm3GLxg,,,3141.54,2019-08-01,,,,2019-11-15,LklwNqZdxrS1zGLyxNGLT1B94LwDJ8fPzPWWX,ins_130242,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
nrE9Q8VqxGSkavbPL9vbSEABVrVll6tAG8ke7,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,LklwNqZdxrS1zGLyxNGLT1B94LwDJ8fPzPWWX,ins_130242,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
5PyZ9qgryNfzN7bXjgXBuoe1Xv6kndc5Lb5q4,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,Vvk8NK5xkQc1QAd6zx63HQnen5geazCW64DGg,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wMQB8rjNQpu9joEb8mbnI4x5XPeJ19tPd3PBE,,,3141.54,2019-08-01,,,,2019-11-15,Vvk8NK5xkQc1QAd6zx63HQnen5geazCW64DGg,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
Vvk8NK5xkQc1QAd6zx63HQnm7JxV6EH9Ao939,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,Vvk8NK5xkQc1QAd6zx63HQnen5geazCW64DGg,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
BA4apNdAyoUj6LoZmg4ptPeQkL9bQrt4v1ENq,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,15bvzr357AfoM7GgyxQphxM5GJo8rxi5V6QM1,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D9XxwjDyAto65VW3v84hewo6WKEo3UJpKzwn,,,3141.54,2019-08-01,,,,2019-11-15,15bvzr357AfoM7GgyxQphxM5GJo8rxi5V6QM1,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
aKzw1JyKNRsdEKXNrG51sz6gQJPdgEiZ6vwxk,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,15bvzr357AfoM7GgyxQphxM5GJo8rxi5V6QM1,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
3rPb1GBa41cPxdxgxPkrf5v6wVPKpnsQVqbJK,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,Ep7KewNAGeiQPxPlPQDnSrb46NEgNBtXvP6Ak,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMwZPDl8EPiJazaoaJPqcPeMoLnDJPCXxw5E3,,,3141.54,2019-08-01,,,,2019-11-15,Ep7KewNAGeiQPxPlPQDnSrb46NEgNBtXvP6Ak,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
zGJrKaM8pKIvZbZaZvPdcJbnMlwa5JCMXoBaP,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,Ep7KewNAGeiQPxPlPQDnSrb46NEgNBtXvP6Ak,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
zdpXqJPLy9sDkaX9nNaDTJb1r8JNNNilXmMmR,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,5ZPmE7e8K6sVEzkNQezVto5rR35eJGTZJkxNa,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rlknVqzP89I93k7B1rk9SjovWGrRZmu7kMpM6,,,3141.54,2019-08-01,,,,2019-11-15,5ZPmE7e8K6sVEzkNQezVto5rR35eJGTZJkxNa,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
KjvDQRqX8ZUk5X1Rm3XkT1B9ldpZQKfRDNKNb,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,5ZPmE7e8K6sVEzkNQezVto5rR35eJGTZJkxNa,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
6Rqb5eokVVuAN3449N7JUW8ZMm8aXgH8k6qL8,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,K1oN64pLMMHqJ5ddNJ9kI1BqVmvxMktVJd6eo,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5vlMR4LXDDCAxEyyMxjVUoRx5zRaJGt5JvEMb,,,3141.54,2019-08-01,,,,2019-11-15,K1oN64pLMMHqJ5ddNJ9kI1BqVmvxMktVJd6eo,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
wWPXwbg6LLTyNVzzMN8RU4jXl8j17gCPMGajL,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,K1oN64pLMMHqJ5ddNJ9kI1BqVmvxMktVJd6eo,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
lGEP6mlM64slqGXED1EmFvXM1ojgpBfpAjqpL,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,Vj4EBZxRBQu5aylAPrAjSQBJReDb1RtW64D75,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMPBJLQeJ8iEZL7zjgzqTPqEMp3yr4t4Jdp4L,,,3141.54,2019-08-01,,,,2019-11-15,Vj4EBZxRBQu5aylAPrAjSQBJReDb1RtW64D75,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
zGKWvl7yv8skDMKby6bdSJBjn1xQN8Cl8Rylw,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,Vj4EBZxRBQu5aylAPrAjSQBJReDb1RtW64D75,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
zW3erdqVB7tzq3Z4LJ9pTJBk6P7BkjCl8Mg6l,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,kNglD15PXGIGgzK7pk3QheB8DaDVzBCWxBmPg,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqjZXaVKJMIlm9Lj4Ew3TzVnKAmVnDtZGoeVo,,,3141.54,2019-08-01,,,,2019-11-15,kNglD15PXGIGgzK7pk3QheB8DaDVzBCWxBmPg,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
dzQLXPVBephEj3rqe5gaTLXndl1XnouJAl6rG,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,kNglD15PXGIGgzK7pk3QheB8DaDVzBCWxBmPg,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
EpV6jAvZPWt46JKb4ABjfrJRAmxrxWf4xDeEZ,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,NB89odgWpyCRdnKeRx9oC3aw759wgWIWaRr9m,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bGDqBlg75oc8qWal8Ad1hKnb6eNKN5FmbDK3N,,,3141.54,2019-08-01,,,,2019-11-15,NB89odgWpyCRdnKeRx9oC3aw759wgWIWaRr9m,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
nGRjZPwWN9cJpWxPJ4LbIEmqveKEK6FAlxVG3,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,NB89odgWpyCRdnKeRx9oC3aw759wgWIWaRr9m,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
91GvNDggQAhWkwmQW3edTLEEgA8poQc4o33BR,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,Jl1GR6KKv5FWdBA4WjmXTDEdP8VlR6idxzbmA,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dbxrj699A5cnDBMwnpVyFgRRpvwL38s3Nrrdn,,,3141.54,2019-08-01,,,,2019-11-15,Jl1GR6KKv5FWdBA4WjmXTDEdP8VlR6idxzbmA,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
X7zNE6DDv5UkjnvWk68yI8EEl6Wvd5ibkrrJx,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,Jl1GR6KKv5FWdBA4WjmXTDEdP8VlR6idxzbmA,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
4Qzk8V44VAhEb5Nezrgqse6839vEeeuJpKKNg,"[{'apr_percentage': 15.24, 'apr_type': 'balance_transfer_apr', 'balance_subject_to_apr': 1562.32, 'interest_charge_amount': 130.22}, {'apr_percentage': 27.95, 'apr_type': 'cash_apr', 'balance_subject_to_apr': 56.22, 'interest_charge_amount': 14.81}, {'apr_percentage': 12.5, 'apr_type': 'purchase_apr', 'balance_subject_to_apr': 157.01, 'interest_charge_amount': 25.66}, {'apr_percentage': 0, 'apr_type': 'special', 'balance_subject_to_apr': 1000, 'interest_charge_amount': 0}]",False,168.25,2019-05-22,1708.77,2019-05-28,20.0,2020-05-28,RLayg1PP1lF59QAmlBDEHNo3odXXvWuR5WEJm,ins_129756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejGxVJrrJRuj8Gd6grXKCmxWaN5rmmfrvXXRV,,,3141.54,2019-08-01,,,,2019-11-15,RLayg1PP1lF59QAmlBDEHNo3odXXvWuR5WEJm,ins_129756,,25.0,1200.0,True,True,30 year,conventional,2045-07-31,3141.54,2015-08-01,425000.0,2304.0,12300.4,12340.5,3.99,fixed,Malakoff,US,14236,NY,2992 Cameron Road,,,,,,,,,,,,,,,,,,,,
71x5AVjjVgHEMv7zjleWsWdep5BaWWhdbaaAM,,False,138.05,2019-04-22,138.05,2019-04-28,25.0,2019-05-28,RLayg1PP1lF59QAmlBDEHNo3odXXvWuR5WEJm,ins_129756,,,,,,,,,,2002-08-28,25000.0,,280.55,271.65,,,,,,,,['2002-08-28'],2032-07-28,DEPT OF ED,5.25,Consolidation,6227.36,,1,2032-07-28,repayment,2021-01-01,78.0,42.0,Standard Repayment,standard,San Matias,US,99415,CA,123 Relaxation Road
